Final_text_length,N_keyboard_events,Ratio_combination,Ratio_delete,N_paste_events,N_copy_events,Length_per_event,average_consecutive_backspaces,cps,average_thinking_time,pause_frequency,is_cheat_segment
69.0,70.0,0.0579710144927536,0.0144927536231884,0.0,0.0,0.9324324324324323,1.0,3.313295782647798,0.7969444444444445,18.0,False
12.0,13.0,0.0,0.0,0.0,0.0,0.9230769230769232,0.0,6.123410268487988,0.3496666666666666,3.0,False
50.0,182.0,0.12,0.44,0.0,0.0,0.2659574468085106,3.142857142857143,2.6948989412897024,0.8582978723404254,47.0,False
96.0,199.0,0.0625,0.03125,0.0,0.0,0.4682926829268293,1.5,2.4023951517492823,1.0655294117647058,51.0,False
0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0954616588419406,2.219,2.0,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
236.0,247.0,0.1228813559322034,0.0508474576271186,0.0,0.0,0.855072463768116,1.7142857142857142,4.8724675990767965,0.3801884057971015,69.0,False
1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,13.157894736842106,0.0,0.0,False
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
199.0,209.0,0.0904522613065326,0.0452261306532663,0.0,0.0,0.8766519823788547,1.5,5.503765734449888,0.3473035714285714,56.0,False
77.0,77.0,0.1818181818181818,0.0389610389610389,0.0,0.0,0.8461538461538461,1.5,5.063124671225672,0.3332173913043478,23.0,False
57.0,63.0,0.1052631578947368,0.0701754385964912,0.0,0.0,0.8260869565217391,1.3333333333333333,5.103280680437423,0.4078823529411764,17.0,False
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
47.0,55.0,0.1276595744680851,0.0,0.0,0.0,0.7704918032786885,0.0,4.937606607415388,0.389,15.0,False
83.0,91.0,0.1686746987951807,0.0843373493975903,0.0,0.0,0.7904761904761904,1.75,4.877003054826089,0.3598461538461537,26.0,False
