Final_text_length,N_keyboard_events,N_keyboard_comb_events,Ratio_combination,N_delete_events,Ratio_delete,N_paste_events,N_copy_events,Ratio_pastes,Length_per_event,start_time,segment_duration,text_state_change,error_rate,average_consecutive_backspaces,cps,average_thinking_time,pause_frequency,is_cheat_segment,title,project_id
1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T16:56:24.519Z,0.169,"
",0.0,0.0,0.0,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T16:56:24.839Z,0.144,"
",0.0,0.0,0.0,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T16:56:25.386Z,0.161,"
",0.0,0.0,12.422360248447205,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T16:56:25.723Z,0.159,"
",0.0,0.0,6.289308176100628,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T16:56:26.068Z,0.263,"
",0.0,0.0,0.0,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T16:56:26.493Z,0.115,"
",0.0,0.0,0.0,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T16:56:26.716Z,0.812,"
",0.0,0.0,1.231527093596059,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-23T16:56:27.697Z,0.006,,0.0,0.0,333.3333333333333,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T16:56:28.193Z,0.2,"
",0.0,0.0,10.0,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2023-11-23T16:56:28.580Z,0.767,"

",0.0,0.0,3.9113428943937416,0.599,1.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,2023-11-23T16:56:29.471Z,1.156,"
",0.0,0.0,1.7301038062283738,0.38749999999999996,2.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T16:56:30.771Z,0.024,"
",0.0,0.0,41.666666666666664,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,2023-11-23T16:56:30.967Z,0.271,"
",0.0,0.0,3.6900369003690034,0.224,1.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T16:56:31.363Z,0.086,"
",0.0,0.0,11.627906976744187,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,2023-11-23T16:56:31.552Z,1.827,"
",0.0,0.0,0.5473453749315819,0.5875,2.0,True,Shift+Enter test,655f84294b1e911d045d1f61
1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-23T16:56:33.514Z,0.175,"
",0.0,0.0,0.0,0.0,0.0,True,Shift+Enter test,655f84294b1e911d045d1f61
0.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-11-23T16:56:33.848Z,6.111000000000001,,0.16666666666666666,1.0,0.981836033382425,2.154,2.0,True,Shift+Enter test,655f84294b1e911d045d1f61
8.0,9.0,0.0,0.0,1.0,0.125,0.0,0.0,0.0,0.8888888888888888,2023-11-23T16:56:40.233Z,2.653,"
fdafdas",0.1111111111111111,1.0,3.392385978137957,1.048,2.0,True,Shift+Enter test,655f84294b1e911d045d1f61
17.0,17.0,1.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,2023-11-23T16:56:43.850Z,3.2039999999999997,"
this is new line",0.0,0.0,5.305867665418227,0.45875,4.0,True,Shift+Enter test,655f84294b1e911d045d1f61
33.0,29.0,12.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.8048780487804879,2023-11-23T16:56:47.255Z,9.059999999999999,"
this is newline with Shift+Enter",0.0,0.0,3.200883002207506,0.5734000000000001,10.0,True,Shift+Enter test,655f84294b1e911d045d1f61
0.0,0.0,23.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,2023-11-23T17:21:45.908Z,32.117999999999995,,0.0,0.0,0.0,3.329166666666666,6.0,True,Shift+Enter test,655f84294b1e911d045d1f61
68.0,184.0,8.0,0.11764705882352941,7.0,0.10294117647058823,0.0,0.0,0.0,0.3541666666666667,2023-11-24T07:16:34.724Z,38.52199999999999,"ul wok, I have spenerally two days workpyton ML code trying out diff",0.03804347826086957,1.75,4.776491355589015,0.4422291666666667,48.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-24T07:17:16.724Z,1.756,",",0.0,0.0,1.1389521640091116,0.0,0.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
0.0,93.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T07:17:21.926Z,24.839999999999986,,0.20430107526881722,4.75,3.743961352657007,0.6670416666666666,24.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
26.0,26.0,2.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,2023-11-24T07:17:49.960Z,7.320000000000001,each segment. Segment is a,0.0,0.0,3.5519125683060104,0.6784285714285715,7.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T07:18:02.582Z,4.131,,0.2857142857142857,3.0,5.083514887436456,0.4394,5.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,2023-11-24T07:18:11.519Z,1.0659999999999998,taking the,0.0,0.0,10.31894934333959,0.156,3.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
31.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,2023-11-24T07:18:16.359Z,9.49,outlier from the quartile range,0.0,0.0,3.3719704952581666,0.897125,8.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
0.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T07:18:31.591Z,10.813000000000004,,0.1,1.6666666666666667,4.624063627115508,0.5131666666666668,12.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,2023-11-24T07:18:47.256Z,0.7399999999999999,newline,0.0,0.0,10.810810810810812,0.16599999999999998,2.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
40.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,2023-11-24T07:18:52.607Z,8.713000000000001," because when the user input newline, it",0.0,0.0,4.705612303454608,0.5448888888888889,9.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
63.0,106.0,10.0,0.15873015873015872,23.0,0.36507936507936506,0.0,0.0,0.0,0.5431034482758621,2023-11-24T07:19:04.078Z,26.291999999999987,normally means new paragraph or a new line (I took care of the),0.2169811320754717,4.6,4.03164460672448,0.5370689655172414,29.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
11.0,28.0,0.0,0.0,8.0,0.7272727272727273,0.0,0.0,0.0,0.39285714285714285,2023-11-24T07:19:33.050Z,10.542,consequetiv,0.2857142857142857,4.0,2.6560424966799467,1.0755714285714284,7.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T07:19:52.613Z,0,,1.0,1.0,0.0,0.0,0.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T07:20:04.909Z,2.15,,0.4,1.0,2.3255813953488373,1.213,1.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
0.0,68.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T07:20:09.967Z,14.811000000000002,,0.058823529411764705,1.3333333333333333,4.591182229424076,0.4583333333333333,18.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T07:20:28.328Z,0,,0.0,0.0,0.0,0.0,0.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2023-11-24T07:20:30.149Z,0.133,"
",0.0,0.0,15.037593984962406,0.0,0.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T07:20:35.867Z,0,,0.0,0.0,0.0,0.0,0.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
7.0,7.0,2.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,2023-11-24T07:20:39.309Z,3.155,For the,0.0,0.0,2.218700475435816,1.208,2.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,2023-11-24T07:20:48.954Z,1.3390000000000002,actua,0.0,0.0,4.480955937266616,0.772,1.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T07:20:53.081Z,2.428,,1.0,15.0,6.177924217462933,0.377,4.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
45.0,46.0,4.0,0.08888888888888889,1.0,0.022222222222222223,0.0,0.0,0.0,0.9,2023-11-24T07:21:00.332Z,13.684,"
By using segments, I could flag parts of the",0.021739130434782608,1.0,3.361590178310436,0.71875,12.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
101.0,128.0,0.0,0.0,13.0,0.12871287128712872,0.0,0.0,0.0,0.7890625,2023-11-24T07:21:16.701Z,24.31000000000001,text in each project and give a better analysis into what user is actually doing on the texteditor ap,0.1015625,4.333333333333333,5.265322912381734,0.39290625,32.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
0.0,175.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2023-11-24T07:21:46.191Z,42.116999999999976,,0.03428571428571429,2.0,4.155091768169625,0.5817111111111111,45.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2023-11-24T07:22:31.372Z,0.34099999999999997, to,0.0,0.0,11.730205278592376,0.13,1.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
191.0,215.0,2.0,0.010471204188481676,12.0,0.06282722513089005,0.0,0.0,0.0,0.880184331797235,2023-11-24T07:22:36.785Z,50.51399999999999,"create a training data. Additionally, there were a lot of work involved in making helper functions and tools needed to make the entire pipeline easy to maintain and look at the processed data",0.05581395348837209,2.0,4.256245793245438,0.5662222222222222,54.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,2023-11-24T07:23:30.183Z,3.7989999999999995,easy to take  ,0.0,0.0,3.948407475651488,0.6545000000000001,4.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
69.0,70.0,4.0,0.057971014492753624,1.0,0.014492753623188406,0.0,0.0,0.0,0.9324324324324325,2023-11-24T07:23:38.369Z,21.126999999999992,"

One of the other problem I countered, was small test sample problem",0.014285714285714285,1.0,3.313295782647798,0.7969444444444445,18.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,2023-11-24T07:24:03.660Z,2.123, by creating,0.0,0.0,6.123410268487988,0.3496666666666666,3.0,False,so_actual_work3,6560ece62eb012b5af8d3cb7
